Date,Open,High,Low,Close,Adj Close,Volume
2022-09-21,71.300003,72.720001,70.139999,72.000000,68.658447,879097
2022-09-22,71.080002,73.500000,70.919998,72.339996,68.982666,849067
2022-09-23,72.879997,72.879997,69.199997,70.220001,66.961060,905718
2022-09-26,69.500000,71.199997,69.339996,69.959999,66.713127,640134
2022-09-27,71.139999,71.500000,68.220001,68.580002,65.397171,721354
2022-09-28,67.980003,69.019997,66.379997,67.900002,64.748734,1153274
2022-09-29,69.019997,69.080002,59.520000,60.480000,57.673096,4535627
2022-09-30,60.900002,63.939999,57.439999,58.160000,55.460770,2901144
2022-10-03,58.119999,58.139999,55.360001,57.340000,54.678825,1326515
2022-10-04,58.700001,60.639999,57.959999,60.299999,57.501450,1381474
2022-10-05,60.000000,60.439999,57.959999,59.599998,56.833935,1032478
2022-10-06,60.380001,61.520000,60.080002,61.139999,58.302464,905903
2022-10-07,61.139999,61.360001,59.939999,60.119999,57.329803,622419
2022-10-10,59.200001,60.040001,57.599998,57.700001,55.022118,767438
2022-10-11,57.500000,57.580002,55.520000,56.639999,54.011311,874894
2022-10-12,56.400002,57.639999,55.639999,57.200001,54.545322,667342
2022-10-13,56.820000,58.220001,55.799999,57.139999,54.488106,872790
2022-10-14,58.000000,58.299999,56.820000,56.980000,54.335533,543730
2022-10-17,57.000000,58.919998,57.000000,58.540001,55.823135,549362
2022-10-18,59.279999,60.020000,58.619999,58.619999,55.899418,462529
2022-10-19,59.000000,59.259998,57.119999,57.779999,55.098404,574911
2022-10-20,57.700001,58.880001,56.980000,58.480000,55.765919,446391
2022-10-21,57.619999,57.980000,56.799999,57.520000,54.850471,688024
2022-10-24,58.040001,58.959999,56.799999,57.240002,54.583469,702702
2022-10-25,57.580002,58.180000,56.000000,57.480000,54.812328,493113
2022-10-26,57.340000,58.320000,56.980000,57.919998,55.231907,459618
2022-10-27,57.799999,58.160000,56.599998,57.540001,54.869545,618173
2022-10-28,57.020000,57.320000,55.619999,57.020000,54.373676,689205
2022-10-31,57.380001,57.459999,55.799999,56.599998,53.973167,647711
2022-11-01,57.119999,58.660000,56.939999,57.459999,54.793255,618050
2022-11-02,57.619999,58.400002,56.759998,56.939999,54.297390,529063
2022-11-03,56.320000,56.400002,54.919998,56.060001,53.458233,867439
2022-11-04,56.240002,57.680000,55.700001,57.200001,54.545322,763086
2022-11-07,56.599998,59.000000,56.500000,58.320000,55.613342,790628
2022-11-08,58.439999,59.180000,57.340000,57.340000,54.678825,696449
2022-11-09,57.340000,58.279999,56.320000,57.180000,54.526253,632150
2022-11-10,56.860001,58.680000,56.020000,58.660000,55.937565,1246970
2022-11-11,59.400002,61.180000,59.279999,59.759998,56.986511,1668596
2022-11-14,60.480000,60.799999,59.020000,59.480000,56.719505,520021
2022-11-15,59.779999,60.799999,59.480000,60.419998,57.615879,738786
2022-11-16,60.020000,60.060001,56.180000,57.060001,54.411823,1389378
2022-11-17,57.279999,57.939999,56.599998,57.939999,55.250977,579823
2022-11-18,58.299999,59.639999,57.860001,58.919998,56.185493,728119
2022-11-21,58.660000,58.660000,57.820000,58.200001,55.498913,450476
2022-11-22,57.880001,58.599998,57.360001,58.419998,55.708702,481155
2022-11-23,58.419998,58.520000,57.360001,58.180000,55.479839,520320
2022-11-24,58.160000,59.279999,58.099998,58.599998,55.880348,530903
2022-11-25,58.840000,58.900002,57.980000,58.660000,55.937565,328442
2022-11-28,58.200001,58.299999,57.720001,58.020000,55.327267,404893
2022-11-29,58.000000,58.360001,57.360001,58.000000,55.308193,539164
2022-11-30,58.360001,59.500000,58.299999,58.340000,55.632416,1524347
2022-12-01,58.820000,59.099998,57.380001,57.540001,54.869545,804117
2022-12-02,57.500000,58.540001,57.160000,58.419998,55.708702,620493
2022-12-05,59.000000,59.279999,58.279999,58.959999,56.223640,607227
2022-12-06,59.000000,59.419998,57.520000,58.360001,55.651485,587589
2022-12-07,58.180000,58.540001,57.000000,57.000000,54.354607,548404
2022-12-08,56.520000,57.459999,56.099998,56.520000,53.896881,638363
2022-12-09,56.639999,57.060001,55.660000,56.639999,54.011311,570257
2022-12-12,56.400002,56.560001,55.700001,55.880001,53.286587,390348
2022-12-13,56.040001,57.200001,55.459999,55.459999,52.886078,850573
2022-12-14,55.439999,55.880001,54.860001,55.160000,52.599998,704327
2022-12-15,54.799999,55.119999,52.799999,52.799999,50.349529,1161452
2022-12-16,52.900002,53.439999,51.959999,51.959999,49.548512,2121739
2022-12-19,52.020000,53.000000,51.520000,51.779999,49.376865,921948
2022-12-20,51.299999,51.439999,50.680000,50.919998,48.556778,774721
2022-12-21,51.040001,51.900002,50.619999,51.599998,49.205219,564799
2022-12-22,51.599998,51.799999,49.790001,50.340000,48.003700,1086660
2022-12-23,50.320000,51.020000,50.099998,50.459999,48.118130,528562
2022-12-27,50.939999,51.240002,50.459999,50.619999,48.270702,348247
2022-12-28,50.599998,50.599998,49.919998,50.200001,47.870197,456312
2022-12-29,50.000000,51.380001,49.950001,51.299999,48.919144,530063
2022-12-30,51.000000,51.240002,50.560001,51.240002,48.861931,322330
2023-01-02,51.540001,53.020000,51.500000,52.660000,50.216026,621933
2023-01-03,52.599998,53.680000,52.560001,53.000000,50.540245,522563
2023-01-04,53.299999,54.279999,53.180000,53.860001,51.360332,591639
2023-01-05,53.680000,54.900002,53.480000,54.520000,51.989704,551544
2023-01-06,54.459999,55.220001,53.480000,54.900002,52.352070,516510
2023-01-09,55.439999,55.939999,54.779999,55.939999,53.343800,715804
2023-01-10,55.799999,57.139999,55.700001,56.799999,54.163887,837682
2023-01-11,56.880001,57.220001,56.540001,56.720001,54.087601,770697
2023-01-12,56.220001,56.939999,56.080002,56.259998,53.648949,1091503
2023-01-13,56.419998,56.419998,54.380001,55.060001,52.504642,1463442
2023-01-16,55.240002,55.599998,54.880001,55.279999,52.714428,365898
2023-01-17,55.439999,55.980000,54.860001,55.639999,53.057724,654265
2023-01-18,55.500000,55.560001,54.919998,55.439999,52.867004,479352
2023-01-19,55.340000,55.439999,54.080002,54.259998,51.741768,707319
2023-01-20,54.700001,54.840000,54.000000,54.840000,52.294853,473480
2023-01-23,55.220001,55.560001,54.520000,54.860001,52.313923,390634
2023-01-24,55.020000,55.279999,54.099998,54.660000,52.123203,674767
2023-01-25,54.720001,55.060001,53.520000,53.860001,51.360332,846090
2023-01-26,54.299999,54.520000,54.060001,54.160000,51.646412,694716
2023-01-27,54.160000,54.160000,54.160000,54.160000,51.646412,0
2023-01-30,54.599998,54.959999,54.180000,54.680000,52.142277,611552
2023-01-31,54.700001,54.880001,53.900002,54.759998,52.218563,848288
2023-02-01,55.099998,55.500000,54.400002,55.500000,52.924221,862085
2023-02-02,56.000000,57.900002,55.520000,57.660000,54.983974,1071681
2023-02-03,57.220001,58.500000,56.540001,57.480000,54.812328,1052167
2023-02-06,57.660000,57.860001,56.220001,56.680000,54.049458,685689
2023-02-07,56.779999,56.919998,55.959999,56.779999,54.144814,620213
2023-02-08,56.919998,56.919998,55.439999,55.939999,53.343800,776728
2023-02-09,56.480000,57.259998,56.400002,56.599998,53.973167,690107
2023-02-10,56.560001,56.759998,54.799999,55.119999,52.561855,969071
2023-02-13,55.400002,55.500000,54.759998,54.939999,52.390209,469470
2023-02-14,55.380001,55.740002,54.740002,55.259998,52.695358,605769
2023-02-15,55.459999,55.619999,55.000000,55.320000,52.752575,597419
2023-02-16,55.700001,56.480000,55.540001,56.000000,53.401016,728162
2023-02-17,55.779999,56.020000,55.299999,55.599998,53.019577,744840
2023-02-20,56.119999,56.160000,55.400002,55.560001,52.981438,542164
2023-02-21,55.520000,55.560001,54.540001,54.860001,52.313923,623850
2023-02-22,54.700001,54.900002,54.080002,54.660000,52.123203,537658
2023-02-23,54.980000,55.299999,54.580002,54.580002,52.046921,538909
2023-02-24,54.720001,54.779999,53.119999,53.119999,50.654675,1072307
2023-02-27,53.400002,53.759998,53.340000,53.360001,50.883541,448864
2023-02-28,53.299999,53.779999,52.939999,53.759998,51.264973,820953
2023-03-01,54.099998,54.680000,53.880001,54.020000,51.512909,568020
2023-03-02,53.639999,54.459999,53.540001,54.259998,51.741768,522900
2023-03-03,53.980000,57.540001,53.520000,57.279999,54.621609,1782545
2023-03-06,57.459999,59.439999,57.200001,58.619999,55.899418,1800311
2023-03-07,58.299999,60.180000,58.299999,58.799999,56.071064,1172494
2023-03-08,58.639999,60.099998,58.639999,59.759998,56.986511,770582
2023-03-09,59.720001,59.779999,57.959999,58.480000,55.765919,685337
2023-03-10,57.200001,57.639999,56.380001,57.639999,54.964901,773675
2023-03-13,57.680000,57.740002,54.759998,55.400002,52.828861,1148624
2023-03-14,55.400002,55.400002,54.180000,54.619999,52.085060,1080691
2023-03-15,54.720001,55.180000,51.939999,51.939999,49.529442,2264386
2023-03-16,53.020000,53.500000,50.900002,52.200001,49.777374,2018336
2023-03-17,52.220001,53.020000,50.820000,51.099998,48.728424,1859119
2023-03-20,50.959999,51.020000,49.820000,50.799999,48.442348,1035933
2023-03-21,51.259998,52.320000,51.139999,52.160000,49.739231,780110
