Date,Open,High,Low,Close,Adj Close,Volume
2022-09-19,168.399994,172.449997,165.100006,165.699997,162.221741,1050569
2022-09-26,163.250000,170.300003,163.149994,168.250000,164.718216,2178744
2022-10-03,167.250000,175.850006,166.350006,167.500000,163.983963,1641933
2022-10-10,167.000000,168.899994,159.500000,162.449997,159.039963,1760769
2022-10-17,162.199997,166.949997,154.949997,160.750000,157.375656,2425054
2022-10-24,160.949997,166.449997,159.100006,165.800003,162.319656,1635436
2022-10-31,165.899994,165.899994,157.850006,158.649994,155.319733,1721147
2022-11-07,158.250000,165.750000,157.649994,162.149994,158.746262,2368697
2022-11-14,162.850006,171.949997,160.899994,170.399994,166.823090,1901072
2022-11-21,170.050003,174.750000,169.649994,173.100006,169.466415,1075215
2022-11-28,173.250000,180.000000,172.199997,178.600006,174.850967,2233814
2022-12-05,178.600006,178.600006,170.750000,172.149994,168.536346,1273302
2022-12-12,170.100006,171.500000,165.149994,165.850006,162.368607,2387861
2022-12-19,165.449997,166.550003,161.550003,163.449997,160.018982,1201561
2022-12-26,163.449997,164.149994,160.949997,161.399994,158.012009,560521
2023-01-02,161.000000,163.600006,155.250000,157.149994,153.851212,1565627
2023-01-09,157.050003,164.800003,156.000000,162.949997,159.529465,2029202
2023-01-16,163.850006,166.600006,162.449997,164.149994,160.704285,1492532
2023-01-23,164.649994,165.750000,160.399994,161.899994,158.501511,1283463
2023-01-30,162.850006,170.199997,161.699997,167.000000,163.494461,2431746
2023-02-06,166.800003,173.800003,165.399994,169.449997,165.893021,1810899
2023-02-13,169.649994,174.449997,168.149994,171.449997,167.851044,1322650
2023-02-20,172.350006,172.600006,163.100006,165.050003,161.585388,2914811
2023-02-27,165.699997,168.000000,163.300003,166.649994,163.151794,1803625
2023-03-06,166.949997,168.750000,163.649994,168.350006,164.816132,1660533
2023-03-13,168.000000,173.500000,164.600006,169.850006,166.284637,2984132
2023-03-20,169.350006,181.149994,169.350006,179.100006,175.340469,2641749
2023-03-27,180.100006,182.000000,176.899994,179.449997,175.683121,1702151
2023-04-03,179.000000,182.250000,174.800003,182.250000,178.424347,1265881
2023-04-10,182.300003,184.399994,180.600006,180.699997,176.906876,965294
2023-04-17,181.550003,184.699997,177.199997,184.699997,180.822906,1638302
2023-04-24,183.800003,186.350006,168.649994,172.899994,169.270599,3174497
2023-05-01,173.949997,177.500000,171.199997,175.750000,172.060791,1718450
2023-05-08,176.000000,176.850006,171.550003,174.000000,170.347519,1535516
2023-05-15,174.600006,174.600006,163.649994,168.949997,165.403519,2028375
2023-05-22,168.699997,169.899994,162.800003,164.800003,164.800003,1343618
2023-05-29,166.050003,166.199997,161.350006,165.600006,165.600006,1699275
2023-06-05,164.699997,165.500000,161.649994,164.800003,164.800003,1643945
2023-06-12,165.100006,173.600006,164.600006,173.050003,173.050003,2524553
2023-06-19,172.949997,172.949997,165.050003,167.699997,167.699997,1599971
2023-06-26,168.250000,169.949997,166.149994,169.100006,169.100006,1688561
2023-07-03,169.350006,171.000000,160.449997,161.199997,161.199997,1643909
2023-07-10,161.050003,164.750000,159.649994,164.449997,164.449997,1425805
2023-07-17,164.500000,168.300003,163.550003,167.250000,167.250000,1075044
2023-07-24,166.449997,177.449997,164.350006,176.300003,176.300003,2075575
2023-07-31,175.600006,175.600006,166.600006,169.750000,169.750000,1782973
2023-08-07,169.100006,171.949997,167.899994,169.250000,169.250000,952287
2023-08-14,169.250000,170.250000,162.000000,162.949997,162.949997,1137898
2023-08-21,162.649994,165.500000,161.300003,163.000000,163.000000,1297951
2023-08-28,163.750000,165.300003,162.699997,164.449997,164.449997,1486965
2023-09-04,164.500000,164.699997,157.750000,163.100006,163.100006,1565625
2023-09-11,164.149994,165.300003,161.750000,165.199997,165.199997,2132355
2023-09-18,165.000000,167.550003,163.500000,165.750000,165.750000,969254
