Date,Open,High,Low,Close,Adj Close,Volume
2022-09-19,71.300003,73.500000,69.199997,70.220001,66.961060,2633882
2022-09-26,69.500000,71.500000,57.439999,58.160000,55.460770,9951533
2022-10-03,58.119999,61.520000,55.360001,60.119999,57.329803,5268789
2022-10-10,59.200001,60.040001,55.520000,56.980000,54.335533,3726194
2022-10-17,57.000000,60.020000,56.799999,57.520000,54.850471,2721217
2022-10-24,58.040001,58.959999,55.619999,57.020000,54.373676,2962811
2022-10-31,57.380001,58.660000,54.919998,57.200001,54.545322,3425349
2022-11-07,56.599998,61.180000,56.020000,59.759998,56.986511,5034793
2022-11-14,60.480000,60.799999,56.180000,58.919998,56.185493,3956127
2022-11-21,58.660000,59.279999,57.360001,58.660000,55.937565,2311296
2022-11-28,58.200001,59.500000,57.160000,58.419998,55.708702,3893014
2022-12-05,59.000000,59.419998,55.660000,56.639999,54.011311,2951840
2022-12-12,56.400002,57.200001,51.959999,51.959999,49.548512,5228439
2022-12-19,52.020000,53.000000,49.790001,50.459999,48.118130,3876690
2022-12-26,50.939999,51.380001,49.919998,51.240002,48.861931,1656952
2023-01-02,51.540001,55.220001,51.500000,54.900002,52.352070,2804189
2023-01-09,55.439999,57.220001,54.380001,55.060001,52.504642,4879128
2023-01-16,55.240002,55.980000,54.000000,54.840000,52.294853,2680314
2023-01-23,55.220001,55.560001,53.520000,54.160000,51.646412,2606207
2023-01-30,54.599998,58.500000,53.900002,57.480000,54.812328,4445773
2023-02-06,57.660000,57.860001,54.799999,55.119999,52.561855,3741808
2023-02-13,55.400002,56.480000,54.740002,55.599998,53.019577,3145660
2023-02-20,56.119999,56.160000,53.119999,53.119999,50.654675,3314888
2023-02-27,53.400002,57.540001,52.939999,57.279999,54.621609,4143282
2023-03-06,57.459999,60.180000,56.380001,57.639999,54.964901,5202399
2023-03-13,57.680000,57.740002,50.820000,51.099998,48.728424,8371156
2023-03-20,50.959999,53.480000,49.820000,50.820000,48.461422,4819768
2023-03-27,51.380001,53.419998,51.080002,52.919998,50.463959,3692278
2023-04-03,53.020000,53.639999,51.660000,52.180000,49.758305,2400881
2023-04-10,52.900002,53.799999,52.180000,53.459999,50.978897,2339816
2023-04-17,53.820000,53.880001,49.980000,50.759998,48.404205,5141606
2023-04-24,50.980000,51.459999,48.380001,50.480000,48.137199,5467791
2023-05-01,50.660000,51.119999,49.049999,50.959999,48.594925,3372091
2023-05-08,51.200001,52.840000,50.900002,52.439999,50.006237,3744450
2023-05-15,52.860001,54.419998,50.759998,53.720001,51.226833,4362636
2023-05-22,53.700001,55.299999,53.619999,54.459999,51.932487,2570924
2023-05-29,54.900002,55.000000,51.740002,54.160000,51.646412,3877931
2023-06-05,54.380001,56.639999,54.060001,56.459999,53.839664,3278736
2023-06-12,57.500000,58.860001,56.740002,57.360001,54.697899,3740970
2023-06-19,57.080002,57.799999,53.660000,54.139999,51.627338,4680694
2023-06-26,54.360001,55.560001,53.320000,55.160000,52.599998,4578652
2023-07-03,53.240002,54.040001,51.480000,52.599998,50.158810,3651259
2023-07-10,52.540001,54.080002,52.020000,53.759998,53.759998,3128185
2023-07-17,53.360001,54.459999,53.040001,54.000000,54.000000,2463240
2023-07-24,53.799999,54.939999,52.619999,53.740002,53.740002,3395322
2023-07-31,53.880001,54.279999,52.000000,52.360001,52.360001,2768621
2023-08-07,51.900002,52.200001,49.980000,50.680000,50.680000,3972574
2023-08-14,50.599998,50.880001,48.189999,48.980000,48.980000,3950963
2023-08-21,48.810001,49.540001,48.509998,48.669998,48.669998,2089854
2023-08-28,49.000000,50.020000,48.200001,48.500000,48.500000,3347574
2023-09-04,48.599998,49.439999,47.400002,48.080002,48.080002,2829039
2023-09-11,48.279999,50.320000,47.759998,49.009998,49.009998,4443748
2023-09-18,49.099998,49.849998,47.529999,49.490002,49.490002,3638349
